Rank,Ticker,Name,Sector,Industry,Index,AI_Score,Technical,Fundamental,Sentiment,RSI_Sentiment,Analyst_Sentiment,Upside_Sentiment,News_Sentiment,Sentiment_Source,Risk,RSI,MACD_Hist,Above_SMA50,Above_SMA200,Golden_Cross,Short_Interest,Insider_Buying,MarketCap
938,DOX,Amdocs,Technology,Software - Infrastructure,Russell1000,4.68,3.58,5.48,3.09,1.36,,10.0,,rsi+upside,5.52,35.45,-0.2428,0,0,0,,False,6140525568.0
939,ELF,e.l.f. Beauty,Consumer Defensive,Household & Personal Products,Russell1000,4.68,4.66,5.21,5.73,3.52,8.09,10.0,,rsi+analyst+upside,2.46,44.09,0.0669,0,0,0,,False,3130144000.0
940,COP,ConocoPhillips,Energy,Oil & Gas E&P,SP500,4.66,6.57,3.66,4.21,1.6,7.87,8.35,,rsi+analyst+upside,4.17,36.41,0.1343,0,1,0,,False,141827702784.0
941,SATS,EchoStar,Communication Services,Telecom Services,SP500,4.66,5.15,3.79,2.05,0.56,,8.0,,rsi+upside,8.04,32.25,-1.7473,0,1,0,,False,32998166528.0
942,CASY,Casey's,Consumer Cyclical,Specialty Retail,SP500,4.65,4.3,5.14,3.01,0.0,8.03,7.02,,rsi+analyst+upside,4.93,18.08,-10.0326,0,1,0,,False,27964035072.0
943,INGR,Ingredion,Consumer Defensive,Packaged Foods,Russell1000,4.64,5.64,3.27,4.09,2.94,,8.71,,rsi+upside,7.15,41.74,0.0209,0,0,0,,False,6381892096.0
944,UWMC,United Wholesale Mortgage,Financial Services,Mortgage Finance,Russell1000,4.62,2.66,6.45,3.25,0.0,6.25,10.0,,rsi+analyst+upside,3.93,28.05,-0.0335,0,0,0,,False,3974480384.0
945,KR,Kroger,Consumer Defensive,Grocery Stores,SP500,4.62,3.89,5.12,3.5,0.63,7.29,8.31,,rsi+analyst+upside,5.33,32.51,-0.1714,0,0,0,,False,39527706624.0
946,GIS,General Mills,Consumer Defensive,Packaged Foods,SP500,4.61,5.48,4.0,4.91,4.19,4.75,7.22,,rsi+analyst+upside,4.47,46.78,0.0327,0,0,0,,False,18049097728.0
947,XOM,ExxonMobil,Energy,Oil & Gas Integrated,SP500,4.59,5.08,4.56,3.61,1.48,6.6,6.99,,rsi+analyst+upside,4.34,35.93,-0.0433,0,1,0,,False,620146327552.0
948,ENPH,Enphase Energy,Technology,Solar,Russell1000,4.59,6.22,2.76,5.1,6.53,5.89,0.0,,rsi+analyst+upside,6.53,56.13,-0.9786,1,1,0,,False,6470633984.0
949,WBD,Warner Bros. Discovery,Communication Services,Entertainment,SP500,4.57,5.5,3.69,3.54,1.86,5.12,7.0,,rsi+analyst+upside,6.0,37.45,-0.066,0,1,0,,False,66526875648.0
950,THC,Tenet Healthcare,Healthcare,Medical Care Facilities,Russell1000,4.56,3.11,5.66,2.0,0.0,,10.0,,rsi+upside,5.88,22.74,-1.7597,0,0,0,,False,13955063808.0
951,CAR,Avis Budget Group,Industrials,Rental & Leasing Services,Russell1000,4.56,4.73,4.7,6.75,10.0,3.75,0.0,,rsi+analyst+upside,2.34,83.02,5.6838,0,1,0,,False,6231680512.0
952,CRCL,Circle Internet Group,Financial Services,Capital Markets,Russell1000,4.54,2.17,5.32,3.4,0.0,7.0,10.0,,rsi+analyst+upside,7.69,26.95,-3.8266,0,0,0,,False,20872728576.0
953,FND,Floor & Decor,Consumer Cyclical,Home Improvement Retail,Russell1000,4.53,3.92,3.86,6.29,5.86,5.98,7.9,,rsi+analyst+upside,6.57,53.42,-0.0067,0,0,0,,False,5249052160.0
954,MAT,Mattel,Consumer Cyclical,Leisure,Russell1000,4.53,3.18,5.04,3.5,0.0,7.5,10.0,,rsi+analyst+upside,6.39,27.33,-0.0909,0,0,0,,False,4182740736.0
955,TSN,Tyson Foods,Consumer Defensive,Farm Products,SP500,4.5,3.55,5.66,3.02,0.0,5.96,9.12,,rsi+analyst+upside,3.96,20.48,-0.8584,0,0,0,,False,20099547136.0
956,CLVT,Clarivate,Technology,Information Technology Services,Russell1000,4.48,3.65,3.77,5.23,4.04,,10.0,,rsi+upside,7.75,46.15,-0.0109,0,0,0,,False,1556492160.0
957,LBRDK,Liberty Broadband (Series C),Communication Services,Telecom Services,Russell1000,4.45,4.21,3.87,3.75,2.19,,10.0,,rsi+upside,7.14,38.75,0.2211,0,0,0,,False,
958,KD,Kyndryl,Technology,Information Technology Services,Russell1000,4.44,4.42,3.7,5.32,4.49,,8.66,,rsi+upside,6.16,47.96,0.0141,0,0,0,,False,2468581888.0
959,W,Wayfair,Consumer Cyclical,Internet Retail,Russell1000,4.42,5.22,4.46,8.45,8.23,7.58,10.0,,rsi+analyst+upside,0.0,62.92,0.4476,0,0,0,,False,8968502272.0
960,APA,APA Corporation,Energy,Oil & Gas E&P,SP500,4.37,5.04,3.65,3.9,2.15,5.56,7.48,,rsi+analyst+upside,5.49,38.59,-0.0635,0,1,0,,False,12804458496.0
961,CHTR,Charter Communications,Communication Services,Telecom Services,SP500,4.37,4.16,3.55,4.24,1.98,5.25,10.0,,rsi+analyst+upside,7.33,37.92,0.9555,0,0,0,,False,20983932928.0
962,SITE,SiteOne Landscape Supply,Industrials,Industrial Distribution,Russell1000,4.35,3.06,4.84,3.62,0.0,8.12,10.0,,rsi+analyst+upside,5.93,27.24,-0.4131,0,0,0,,False,4653250048.0
963,PSKY,Paramount Skydance Corporation,Communication Services,Entertainment,SP500,4.35,3.83,3.27,6.94,7.28,4.25,8.61,,rsi+analyst+upside,6.88,59.11,-0.0001,0,0,0,,False,11566654464.0
964,OLED,Universal Display Corporation,Technology,Electronic Components,Russell1000,4.32,4.03,3.22,5.81,4.76,,10.0,,rsi+upside,7.22,49.05,-0.3239,0,0,0,,False,4023381760.0
965,FISV,Fiserv,Financials,Financials,SP500,4.32,2.67,3.92,4.38,2.02,5.83,10.0,,rsi+analyst+upside,8.81,38.06,-0.1417,0,0,0,,False,28291790848.0
966,LBRDA,Liberty Broadband (Series A),Communication Services,Telecom Services,Russell1000,4.31,4.27,3.87,2.15,2.15,,,,rsi_only,7.12,38.6,0.2174,0,0,0,,False,4494225920.0
967,CMCSA,Comcast,Communication Services,Telecom Services,SP500,4.31,3.54,4.2,3.63,0.79,5.77,10.0,,rsi+analyst+upside,6.6,33.14,-0.03,0,0,0,,False,85251235840.0
968,STZ,Constellation Brands,Consumer Defensive,Beverages - Brewers,SP500,4.28,4.0,3.93,4.54,2.02,7.5,9.17,,rsi+analyst+upside,5.73,38.06,-0.1483,0,0,0,,False,24253538304.0
969,HLI,Houlihan Lokey,Financial Services,Capital Markets,Russell1000,4.26,3.3,4.14,3.06,0.0,6.0,9.3,,rsi+analyst+upside,7.34,25.78,-0.9124,0,0,0,,False,9607196672.0
970,MDU,MDU Resources,Utilities,Utilities - Regulated Gas,Russell1000,4.25,4.88,3.85,3.02,0.29,7.5,6.74,,rsi+analyst+upside,5.01,31.17,-0.1083,0,1,0,,False,4402712064.0
971,DVN,Devon Energy,Energy,Oil & Gas E&P,SP500,4.25,4.76,3.77,3.79,0.0,8.94,10.0,,rsi+analyst+upside,4.97,28.78,-0.1524,0,1,0,,False,50622861312.0
972,PYPL,PayPal,Financial Services,Credit Services,SP500,4.24,3.08,5.26,0.02,0.02,,,,rsi_only,6.33,30.08,-0.2275,0,0,0,,False,36342747136.0
973,OLN,Olin Corporation,Basic Materials,Chemicals,Russell1000,4.18,4.41,3.78,1.65,0.0,,8.24,,rsi+upside,6.63,24.86,-0.2081,0,1,0,,False,2744366592.0
974,OXY,Occidental Petroleum,Energy,Oil & Gas E&P,SP500,4.11,5.2,3.13,4.32,2.73,6.1,7.33,,rsi+analyst+upside,4.71,40.9,-0.0541,0,1,0,,False,56142155776.0
975,APO,Apollo Global Management,Financial Services,Asset Management,SP500,4.09,5.04,2.68,4.28,1.81,8.03,7.96,,rsi+analyst+upside,6.28,37.23,-0.839,1,0,0,,False,74912686080.0
976,PDD,PDD Holdings,Consumer Cyclical,Internet Retail,NDX100,4.09,3.16,5.11,3.86,0.49,7.86,10.0,,rsi+analyst+upside,3.07,31.95,-0.7473,0,0,0,,False,116362665984.0
977,GTM,ZoomInfo,Technology,Software - Application,Russell1000,4.09,1.93,4.83,2.82,0.0,4.09,10.0,,rsi+analyst+upside,7.03,27.43,-0.0099,0,0,0,,False,811948224.0
978,KKR,KKR & Co.,Financial Services,Asset Management,SP500,4.06,3.7,3.69,4.75,3.44,,10.0,,rsi+upside,5.42,43.76,-0.1712,0,0,0,,False,88199643136.0
979,MTG,MGIC Investment Corporation,Financial Services,Insurance - Specialty,Russell1000,4.04,3.87,3.63,2.7,0.28,5.42,7.26,,rsi+analyst+upside,6.53,31.1,-0.0219,0,0,0,,False,5416266240.0
980,T,AT&T,Communication Services,Telecom Services,SP500,4.04,3.49,4.34,3.52,0.0,7.6,10.0,,rsi+analyst+upside,4.58,26.05,-0.2005,0,0,0,,False,159255920640.0
981,CE,Celanese,Basic Materials,Chemicals,Russell1000,4.0,3.38,3.8,3.56,0.0,7.81,10.0,,rsi+analyst+upside,6.17,24.75,-0.1584,0,0,0,,False,5473256960.0
982,MKL,Markel,Financial Services,Insurance - Property & Casualty,Russell1000,3.98,3.59,3.84,2.39,0.0,5.0,6.94,,rsi+analyst+upside,6.21,28.47,-1.6987,0,0,0,,False,22679097344.0
983,WLK,Westlake Corporation,Basic Materials,Specialty Chemicals,Russell1000,3.98,4.44,3.52,3.32,0.0,6.61,10.0,,rsi+analyst+upside,4.85,19.02,0.4349,0,0,0,,False,10931462144.0
984,BRBR,BellRing Brands,Consumer Defensive,Packaged Foods,Russell1000,3.97,3.84,3.47,3.43,0.0,7.17,10.0,,rsi+analyst+upside,6.09,29.88,0.1982,0,0,0,,False,968013056.0
985,EG,Everest Group,Financial Services,Insurance - Reinsurance,SP500,3.96,4.15,3.85,2.95,0.16,6.41,7.88,,rsi+analyst+upside,4.59,30.64,-2.2065,0,0,0,,False,13255299072.0
986,KMPR,Kemper Corporation,Financial Services,Insurance - Property & Casualty,Russell1000,3.92,2.44,4.0,3.17,0.0,5.83,10.0,,rsi+analyst+upside,7.17,24.43,-0.2906,0,0,0,,False,1454782208.0
987,DOW,Dow Inc.,Basic Materials,Chemicals,SP500,3.91,4.45,3.46,3.14,0.0,6.67,9.04,,rsi+analyst+upside,4.68,26.59,-0.1185,0,1,0,,False,23885371392.0
988,ACGL,Arch Capital Group,Financial Services,Insurance - Diversified,SP500,3.88,3.75,3.92,3.1,0.01,6.88,8.59,,rsi+analyst+upside,4.53,30.04,-0.3288,0,0,0,,False,31745540096.0
989,CAG,Conagra Brands,Consumer Defensive,Packaged Foods,SP500,3.85,3.78,4.01,3.64,2.22,4.31,7.2,,rsi+analyst+upside,3.68,38.89,-0.0021,0,0,0,,False,6380868096.0
990,WEN,Wendy's Company (The),Consumer Cyclical,Restaurants,Russell1000,3.85,3.09,3.95,3.27,1.25,4.9,7.71,,rsi+analyst+upside,5.44,34.98,-0.1229,0,0,0,,False,1279820416.0
991,TPG,TPG Inc.,Financial Services,Asset Management,Russell1000,3.84,3.88,2.05,5.84,4.8,,10.0,,rsi+upside,7.8,49.22,-0.0868,0,0,0,,False,15972022272.0
992,DJT,Trump Media & Technology Group,Communication Services,Internet Content & Information,Russell1000,3.84,4.68,4.39,4.59,4.59,,,,rsi_only,0.0,48.34,0.0054,0,0,0,,False,2163009280.0
993,RARE,Ultragenyx,Healthcare,Biotechnology,Russell1000,3.8,3.33,3.61,3.41,1.76,,10.0,,rsi+upside,5.6,37.05,-0.2455,0,0,0,,False,2178581760.0
994,RNR,RenaissanceRe,Financial Services,Insurance - Reinsurance,Russell1000,3.76,4.99,2.8,3.35,1.15,5.59,7.72,,rsi+analyst+upside,4.42,34.62,-0.6374,0,1,0,,False,12158943232.0
995,AUR,Aurora Innovation,Consumer Cyclical,Auto Parts,Russell1000,3.75,5.65,3.62,3.97,0.78,7.5,10.0,,rsi+analyst+upside,0.17,33.14,-0.1991,1,1,0,,False,11835859968.0
996,LPX,Louisiana-Pacific,Industrials,Building Products & Equipment,Russell1000,3.7,4.09,1.75,6.51,4.74,8.33,10.0,,rsi+analyst+upside,6.89,48.98,-0.1811,0,0,0,,False,5058391552.0
997,QS,QuantumScape,Consumer Cyclical,Auto Parts,Russell1000,3.66,4.26,3.64,4.59,5.22,3.89,3.38,,rsi+analyst+upside,1.89,50.9,-0.1269,1,0,0,,False,4315242496.0
998,GLIBK,GCI Liberty (Series C),Communication Services,Telecom Services,Russell1000,3.61,4.23,2.73,0.0,0.0,,,,rsi_only,7.4,24.03,0.0205,0,0,0,,False,822641408.0
999,GLIBA,GCI Liberty (Series A),Communication Services,Telecom Services,Russell1000,3.6,4.21,2.73,0.0,0.0,,,,rsi_only,7.42,24.18,0.0193,0,0,0,,False,825235264.0
1000,SRPT,Sarepta Therapeutics,Healthcare,Biotechnology,Russell1000,3.56,2.79,3.55,4.15,1.78,5.42,10.0,,rsi+analyst+upside,4.74,37.1,-0.0744,0,0,0,,False,1630624768.0
1001,MSTR,MicroStrategy,Technology,Software - Application,NDX100,3.3,2.24,4.96,3.89,0.0,9.46,10.0,,rsi+analyst+upside,0.0,24.04,-5.1383,0,0,0,,False,40843919360.0
1002,LYB,LyondellBasell,Basic Materials,Specialty Chemicals,SP500,3.26,3.98,2.87,2.91,0.0,5.56,9.0,,rsi+analyst+upside,3.2,15.59,-0.5013,0,1,0,,False,20311230464.0
1003,WU,Western Union,Financial Services,Credit Services,Russell1000,3.13,3.26,2.83,2.48,0.0,3.53,8.89,,rsi+analyst+upside,4.2,17.26,-0.0767,0,0,0,,False,2343263232.0
1004,FMC,FMC Corporation,Basic Materials,Agricultural Inputs,Russell1000,3.1,2.31,3.52,2.0,0.0,,10.0,,rsi+upside,4.2,23.66,-0.124,0,0,0,,False,1388002944.0
1005,CG,Carlyle Group (The),Financial Services,Asset Management,Russell1000,3.09,3.26,2.96,2.0,0.0,,10.0,,rsi+upside,3.86,29.88,-0.2056,0,0,0,,False,15860473856.0
1006,WTM,White Mountains Insurance Group,Financial Services,Insurance - Property & Casualty,Russell1000,3.04,3.83,2.85,0.0,0.0,,,,rsi_only,4.08,26.34,-4.9687,0,0,0,,False,4981697536.0
1007,SMMT,Summit Therapeutics,Healthcare,Biotechnology,Russell1000,2.98,3.26,3.4,4.76,2.11,7.5,10.0,,rsi+analyst+upside,0.0,38.42,-0.2203,0,0,0,,False,10916726784.0
1008,COIN,Coinbase,Financial Services,Financial Data & Stock Exchanges,SP500,2.01,2.81,1.64,4.26,1.27,7.5,10.0,,rsi+analyst+upside,0.0,35.09,-3.4996,0,0,0,,False,39606059008.0
